state,year,quarter,district,registered_users,app_opens
assam,2019,4,Assam District 3,132261,1011449
assam,2019,4,Assam District 4,82428,630354
assam,2019,4,Assam District 5,74477,569554
assam,2020,1,Assam District 1,372738,2866322
assam,2020,1,Assam District 2,145885,1121845
assam,2020,1,Assam District 3,104251,801679
assam,2020,1,Assam District 4,64971,499621
assam,2020,1,Assam District 5,58704,451432
assam,2020,2,Assam District 1,410814,3745747
assam,2020,2,Assam District 2,160788,1466043
assam,2020,2,Assam District 3,114900,1047645
assam,2020,2,Assam District 4,71608,652912
assam,2020,2,Assam District 5,64701,589937
assam,2020,3,Assam District 1,472867,4117009
assam,2020,3,Assam District 2,185074,1611350
assam,2020,3,Assam District 3,132255,1151484
assam,2020,3,Assam District 4,82424,717626
assam,2020,3,Assam District 5,74474,648409
assam,2020,4,Assam District 1,498139,4193149
assam,2020,4,Assam District 2,194966,1641151
assam,2020,4,Assam District 3,139324,1172779
assam,2020,4,Assam District 4,86829,730898
assam,2020,4,Assam District 5,78454,660401
assam,2021,1,Assam District 1,402757,3688641
assam,2021,1,Assam District 2,157634,1443692
assam,2021,1,Assam District 3,112647,1031673
assam,2021,1,Assam District 4,70203,642958
assam,2021,1,Assam District 5,63432,580943
assam,2021,2,Assam District 1,488951,3717969
assam,2021,2,Assam District 2,191369,1455170
assam,2021,2,Assam District 3,136754,1039876
assam,2021,2,Assam District 4,85227,648070
assam,2021,2,Assam District 5,77007,585562
assam,2021,3,Assam District 1,507938,4808168
assam,2021,3,Assam District 2,198801,1881862
assam,2021,3,Assam District 3,142065,1344793
assam,2021,3,Assam District 4,88537,838100
assam,2021,3,Assam District 5,79997,757263
assam,2021,4,Assam District 1,551731,4581248
assam,2021,4,Assam District 2,215941,1793048
assam,2021,4,Assam District 3,154313,1281326
assam,2021,4,Assam District 4,96170,798546
assam,2021,4,Assam District 5,86895,721525
assam,2022,1,Assam District 1,435132,2978007
assam,2022,1,Assam District 2,170305,1165558
assam,2022,1,Assam District 3,121702,832917
assam,2022,1,Assam District 4,75846,519089
assam,2022,1,Assam District 5,68531,469022
assam,2022,2,Assam District 1,537877,3595828
assam,2022,2,Assam District 2,210519,1407366
assam,2022,2,Assam District 3,150438,1005715
assam,2022,2,Assam District 4,93756,626780
assam,2022,2,Assam District 5,84713,566326
assam,2022,3,Assam District 1,573546,4864785
assam,2022,3,Assam District 2,224479,1904021
assam,2022,3,Assam District 3,160414,1360628
assam,2022,3,Assam District 4,99973,847969
assam,2022,3,Assam District 5,90330,766180
assam,2022,4,Assam District 1,594495,3932955
assam,2022,4,Assam District 2,232678,1539314
assam,2022,4,Assam District 3,166273,1100005
assam,2022,4,Assam District 4,103625,685544
assam,2022,4,Assam District 5,93630,619422
assam,2023,1,Assam District 1,472056,4079573
assam,2023,1,Assam District 2,184757,1596698
assam,2023,1,Assam District 3,132029,1141013
assam,2023,1,Assam District 4,82283,711100
assam,2023,1,Assam District 5,74346,642513
assam,2023,2,Assam District 1,632507,5949451
assam,2023,2,Assam District 2,247556,2328547
assam,2023,2,Assam District 3,176905,1663998
assam,2023,2,Assam District 4,110250,1037035
assam,2023,2,Assam District 5,99616,937010
assam,2023,3,Assam District 1,577602,4021613
assam,2023,3,Assam District 2,226067,1574014
assam,2023,3,Assam District 3,161549,1124802
assam,2023,3,Assam District 4,100680,700998
assam,2023,3,Assam District 5,90969,633385
assam,2023,4,Assam District 1,743600,5249358
assam,2023,4,Assam District 2,291036,2054539
assam,2023,4,Assam District 3,207977,1468189
assam,2023,4,Assam District 4,129615,915003
assam,2023,4,Assam District 5,117113,826749
bihar,2018,1,Patna,300706,2025714
bihar,2018,1,Gaya,139240,937997
bihar,2018,1,Muzaffarpur,75462,508353
bihar,2018,1,Bhagalpur,64007,431184
bihar,2018,1,Darbhanga,44475,299612
bihar,2018,2,Patna,372328,3193628
bihar,2018,2,Gaya,172405,1478794
bihar,2018,2,Muzaffarpur,93435,801441
bihar,2018,2,Bhagalpur,79252,679781
bihar,2018,2,Darbhanga,55069,472352
bihar,2018,3,Patna,453245,4036772
bihar,2018,3,Gaya,209873,1869208
bihar,2018,3,Muzaffarpur,113742,1013028
bihar,2018,3,Bhagalpur,96475,859249
bihar,2018,3,Darbhanga,67037,597056
bihar,2018,4,Patna,604160,5584300
bihar,2018,4,Gaya,279753,2585783
bihar,2018,4,Muzaffarpur,151614,1401381
bihar,2018,4,Bhagalpur,128599,1188649
bihar,2018,4,Darbhanga,89358,825943
bihar,2019,1,Patna,465447,4342934
bihar,2019,1,Gaya,215523,2010975
bihar,2019,1,Muzaffarpur,116804,1089860
bihar,2019,1,Bhagalpur,99073,924417
bihar,2019,1,Darbhanga,68841,642339
bihar,2019,2,Patna,538475,4091325
bihar,2019,2,Gaya,249338,1894468
bihar,2019,2,Muzaffarpur,135130,1026719
bihar,2019,2,Bhagalpur,114617,870861
bihar,2019,2,Darbhanga,79643,605125
bihar,2019,3,Patna,636711,4462565
bihar,2019,3,Gaya,294826,2066369
bihar,2019,3,Muzaffarpur,159782,1119881
bihar,2019,3,Bhagalpur,135527,949881
bihar,2019,3,Darbhanga,94172,660033
bihar,2019,4,Patna,675807,5382159
bihar,2019,4,Gaya,312929,2492183
bihar,2019,4,Muzaffarpur,169594,1350654
bihar,2019,4,Bhagalpur,143849,1145622
bihar,2019,4,Darbhanga,99955,796045
bihar,2020,1,Patna,671145,4737795
bihar,2020,1,Gaya,310770,2193813
bihar,2020,1,Muzaffarpur,168424,1188950
bihar,2020,1,Bhagalpur,142856,1008466
bihar,2020,1,Darbhanga,99265,700741
bihar,2020,2,Patna,716040,6337891
bihar,2020,2,Gaya,331559,2934730
bihar,2020,2,Muzaffarpur,179690,1590495
bihar,2020,2,Bhagalpur,152413,1349055
bihar,2020,2,Darbhanga,105905,937402
bihar,2020,3,Patna,699238,5368909
bihar,2020,3,Gaya,323778,2486048
bihar,2020,3,Muzaffarpur,175473,1347329
bihar,2020,3,Bhagalpur,148836,1142802
bihar,2020,3,Darbhanga,103420,794086
bihar,2020,4,Patna,857481,8005036
bihar,2020,4,Gaya,397052,3706694
bihar,2020,4,Muzaffarpur,215185,2008865
bihar,2020,4,Bhagalpur,182519,1703916
bihar,2020,4,Darbhanga,126825,1183980
bihar,2021,1,Patna,685853,5047607
bihar,2021,1,Gaya,317581,2337270
bihar,2021,1,Muzaffarpur,172115,1266698
bihar,2021,1,Bhagalpur,145987,1074411
bihar,2021,1,Darbhanga,101440,746563
bihar,2021,2,Patna,772088,6259384
bihar,2021,2,Gaya,357511,2898378
bihar,2021,2,Muzaffarpur,193755,1570793
bihar,2021,2,Bhagalpur,164343,1332344
bihar,2021,2,Darbhanga,114195,925791
bihar,2021,3,Patna,781899,5252923
bihar,2021,3,Gaya,362054,2432341
bihar,2021,3,Muzaffarpur,196217,1318222
bihar,2021,3,Bhagalpur,166431,1118114
bihar,2021,3,Darbhanga,115646,776931
bihar,2021,4,Patna,995420,7115992
bihar,2021,4,Gaya,460924,3295026
bihar,2021,4,Muzaffarpur,249801,1785760
bihar,2021,4,Bhagalpur,211880,1514678
bihar,2021,4,Darbhanga,147227,1052487
bihar,2022,1,Patna,847495,6231430
bihar,2022,1,Gaya,392428,2885434
bihar,2022,1,Muzaffarpur,212679,1563778
bihar,2022,1,Bhagalpur,180394,1326394
bihar,2022,1,Darbhanga,125348,921656
bihar,2022,2,Patna,844900,6663629
bihar,2022,2,Gaya,391226,3085562
bihar,2022,2,Muzaffarpur,212027,1672239
bihar,2022,2,Bhagalpur,179841,1418390
bihar,2022,2,Darbhanga,124964,985580
bihar,2022,3,Patna,1019165,7576843
bihar,2022,3,Gaya,471919,3508421
bihar,2022,3,Muzaffarpur,255759,1901410
bihar,2022,3,Bhagalpur,216935,1612773
bihar,2022,3,Darbhanga,150739,1120649
bihar,2022,4,Patna,1056742,7567848
bihar,2022,4,Gaya,489319,3504256
bihar,2022,4,Muzaffarpur,265189,1899153
bihar,2022,4,Bhagalpur,224933,1610858
bihar,2022,4,Darbhanga,156296,1119318
bihar,2023,1,Patna,833103,6858630
bihar,2023,1,Gaya,385764,3175856
bihar,2023,1,Muzaffarpur,209067,1721174
bihar,2023,1,Bhagalpur,177330,1459897
bihar,2023,1,Darbhanga,123219,1014422
bihar,2023,2,Patna,1011054,6685419
bihar,2023,2,Gaya,468163,3095651
bihar,2023,2,Muzaffarpur,253724,1677707
bihar,2023,2,Bhagalpur,215208,1423028
bihar,2023,2,Darbhanga,149539,988803
bihar,2023,3,Patna,1028153,9561092
bihar,2023,3,Gaya,476081,4427218
bihar,2023,3,Muzaffarpur,258015,2399358
bihar,2023,3,Bhagalpur,218848,2035131
bihar,2023,3,Darbhanga,152068,1414128
bihar,2023,4,Patna,1099820,8744075
bihar,2023,4,Gaya,509266,4048902
bihar,2023,4,Muzaffarpur,276000,2194327
bihar,2023,4,Bhagalpur,234102,1861225
bihar,2023,4,Darbhanga,162668,1293288
chandigarh,2018,1,Chandigarh District 1,34886,292399
chandigarh,2018,1,Chandigarh District 2,18152,152141
chandigarh,2018,1,Chandigarh District 3,10340,86668
chandigarh,2018,1,Chandigarh District 4,7759,65039
chandigarh,2018,1,Chandigarh District 5,6304,52837
chandigarh,2018,2,Chandigarh District 1,40073,377775
chandigarh,2018,2,Chandigarh District 2,20850,196564
chandigarh,2018,2,Chandigarh District 3,11877,111973
chandigarh,2018,2,Chandigarh District 4,8913,84030
chandigarh,2018,2,Chandigarh District 5,7241,68264
chandigarh,2018,3,Chandigarh District 1,54742,496814
chandigarh,2018,3,Chandigarh District 2,28483,258502
chandigarh,2018,3,Chandigarh District 3,16225,147257
chandigarh,2018,3,Chandigarh District 4,12176,110508
chandigarh,2018,3,Chandigarh District 5,9892,89775
chandigarh,2018,4,Chandigarh District 1,56417,453627
chandigarh,2018,4,Chandigarh District 2,29355,236031
chandigarh,2018,4,Chandigarh District 3,16722,134456
chandigarh,2018,4,Chandigarh District 4,12549,100902
chandigarh,2018,4,Chandigarh District 5,10194,81971
chandigarh,2019,1,Chandigarh District 1,52639,439159
chandigarh,2019,1,Chandigarh District 2,27389,228503
chandigarh,2019,1,Chandigarh District 3,15602,130168
chandigarh,2019,1,Chandigarh District 4,11708,97684
chandigarh,2019,1,Chandigarh District 5,9512,79356
chandigarh,2019,2,Chandigarh District 1,60067,443092
chandigarh,2019,2,Chandigarh District 2,31254,230550
chandigarh,2019,2,Chandigarh District 3,17804,131333
chandigarh,2019,2,Chandigarh District 4,13361,98559
chandigarh,2019,2,Chandigarh District 5,10854,80067
chandigarh,2019,3,Chandigarh District 1,73986,561818
chandigarh,2019,3,Chandigarh District 2,38496,292325
chandigarh,2019,3,Chandigarh District 3,21929,166524
chandigarh,2019,3,Chandigarh District 4,16457,124968
chandigarh,2019,3,Chandigarh District 5,13369,101521
chandigarh,2019,4,Chandigarh District 1,86934,686028
chandigarh,2019,4,Chandigarh District 2,45233,356954
chandigarh,2019,4,Chandigarh District 3,25767,203340
chandigarh,2019,4,Chandigarh District 4,19337,152596
chandigarh,2019,4,Chandigarh District 5,15709,123966
chandigarh,2020,1,Chandigarh District 1,67598,498561
chandigarh,2020,1,Chandigarh District 2,35172,259411
chandigarh,2020,1,Chandigarh District 3,20036,147774
chandigarh,2020,1,Chandigarh District 4,15036,110897
chandigarh,2020,1,Chandigarh District 5,12215,90090
chandigarh,2020,2,Chandigarh District 1,65953,536053
chandigarh,2020,2,Chandigarh District 2,34317,278919
chandigarh,2020,2,Chandigarh District 3,19548,158887
chandigarh,2020,2,Chandigarh District 4,14670,119236
chandigarh,2020,2,Chandigarh District 5,11917,96865
chandigarh,2020,3,Chandigarh District 1,91718,628926
chandigarh,2020,3,Chandigarh District 2,47723,327243
chandigarh,2020,3,Chandigarh District 3,27185,186415
chandigarh,2020,3,Chandigarh District 4,20401,139895
chandigarh,2020,3,Chandigarh District 5,16573,113647
chandigarh,2020,4,Chandigarh District 1,86354,682398
chandigarh,2020,4,Chandigarh District 2,44932,355066
chandigarh,2020,4,Chandigarh District 3,25595,202264
chandigarh,2020,4,Chandigarh District 4,19208,151789
chandigarh,2020,4,Chandigarh District 5,15604,123310
chandigarh,2021,1,Chandigarh District 1,75360,678114
chandigarh,2021,1,Chandigarh District 2,39211,352836
chandigarh,2021,1,Chandigarh District 3,22336,200994
chandigarh,2021,1,Chandigarh District 4,16762,150836
chandigarh,2021,1,Chandigarh District 5,13617,122536
chandigarh,2021,2,Chandigarh District 1,82557,712676
chandigarh,2021,2,Chandigarh District 2,42956,370820
chandigarh,2021,2,Chandigarh District 3,24470,211239
chandigarh,2021,2,Chandigarh District 4,18363,158524
chandigarh,2021,2,Chandigarh District 5,14918,128781
chandigarh,2021,3,Chandigarh District 1,84235,742977
chandigarh,2021,3,Chandigarh District 2,43829,386586
chandigarh,2021,3,Chandigarh District 3,24967,220220
chandigarh,2021,3,Chandigarh District 4,18736,165264
chandigarh,2021,3,Chandigarh District 5,15221,134257
chandigarh,2021,4,Chandigarh District 1,100992,809634
chandigarh,2021,4,Chandigarh District 2,52548,421269
chandigarh,2021,4,Chandigarh District 3,29934,239977
chandigarh,2021,4,Chandigarh District 4,22464,180090
chandigarh,2021,4,Chandigarh District 5,18249,146302
chandigarh,2022,1,Chandigarh District 1,85535,682973
chandigarh,2022,1,Chandigarh District 2,44505,355365
chandigarh,2022,1,Chandigarh District 3,25352,202435
chandigarh,2022,1,Chandigarh District 4,19026,151917
chandigarh,2022,1,Chandigarh District 5,15456,123414
chandigarh,2022,2,Chandigarh District 1,94449,801661
chandigarh,2022,2,Chandigarh District 2,49144,417121
chandigarh,2022,2,Chandigarh District 3,27995,237614
chandigarh,2022,2,Chandigarh District 4,21008,178317
chandigarh,2022,2,Chandigarh District 5,17067,144861
chandigarh,2022,3,Chandigarh District 1,94538,695750
chandigarh,2022,3,Chandigarh District 2,49190,362013
chandigarh,2022,3,Chandigarh District 3,28021,206222
chandigarh,2022,3,Chandigarh District 4,21028,154759
chandigarh,2022,3,Chandigarh District 5,17083,125723
chandigarh,2022,4,Chandigarh District 1,108667,956927
chandigarh,2022,4,Chandigarh District 2,56542,497909
chandigarh,2022,4,Chandigarh District 3,32209,283636
chandigarh,2022,4,Chandigarh District 4,24171,212854
chandigarh,2022,4,Chandigarh District 5,19636,172918
chandigarh,2023,1,Chandigarh District 1,85352,598753
chandigarh,2023,1,Chandigarh District 2,44410,311543
chandigarh,2023,1,Chandigarh District 3,25298,177472
chandigarh,2023,1,Chandigarh District 4,18985,133183
chandigarh,2023,1,Chandigarh District 5,15423,108195
chandigarh,2023,2,Chandigarh District 1,113666,986455
chandigarh,2023,2,Chandigarh District 2,59142,513272
chandigarh,2023,2,Chandigarh District 3,33690,292388
chandigarh,2023,2,Chandigarh District 4,25283,219422
chandigarh,2023,2,Chandigarh District 5,20539,178253
chandigarh,2023,3,Chandigarh District 1,109313,910746
chandigarh,2023,3,Chandigarh District 2,56878,473879
chandigarh,2023,3,Chandigarh District 3,32400,269947
chandigarh,2023,3,Chandigarh District 4,24315,202581
chandigarh,2023,3,Chandigarh District 5,19753,164573
chandigarh,2023,4,Chandigarh District 1,125455,912518
chandigarh,2023,4,Chandigarh District 2,65277,474802
chandigarh,2023,4,Chandigarh District 3,37185,270473
chandigarh,2023,4,Chandigarh District 4,27905,202975
chandigarh,2023,4,Chandigarh District 5,22670,164893
chhattisgarh,2018,1,Chhattisgarh District 1,189444,1713914
chhattisgarh,2018,1,Chhattisgarh District 2,92730,838939
chhattisgarh,2018,1,Chhattisgarh District 3,49145,444617
chhattisgarh,2018,1,Chhattisgarh District 4,37544,339670
chhattisgarh,2018,1,Chhattisgarh District 5,29452,266461
chhattisgarh,2018,2,Chhattisgarh District 1,200509,1871010
chhattisgarh,2018,2,Chhattisgarh District 2,98146,915835
chhattisgarh,2018,2,Chhattisgarh District 3,52015,485370
chhattisgarh,2018,2,Chhattisgarh District 4,39737,370804
chhattisgarh,2018,2,Chhattisgarh District 5,31173,290884
chhattisgarh,2018,3,Chhattisgarh District 1,219051,2030406
chhattisgarh,2018,3,Chhattisgarh District 2,107222,993858
chhattisgarh,2018,3,Chhattisgarh District 3,56825,526720
chhattisgarh,2018,3,Chhattisgarh District 4,43412,402394
chhattisgarh,2018,3,Chhattisgarh District 5,34055,315666
chhattisgarh,2018,4,Chhattisgarh District 1,292519,2707908
chhattisgarh,2018,4,Chhattisgarh District 2,143184,1325486
chhattisgarh,2018,4,Chhattisgarh District 3,75884,702475
chhattisgarh,2018,4,Chhattisgarh District 4,57972,536664
chhattisgarh,2018,4,Chhattisgarh District 5,45477,420996
chhattisgarh,2019,1,Chhattisgarh District 1,256372,1890654
chhattisgarh,2019,1,Chhattisgarh District 2,125490,925451
chhattisgarh,2019,1,Chhattisgarh District 3,66507,490466
chhattisgarh,2019,1,Chhattisgarh District 4,50808,374697
chhattisgarh,2019,1,Chhattisgarh District 5,39858,293938
chhattisgarh,2019,2,Chhattisgarh District 1,319026,2399448
chhattisgarh,2019,2,Chhattisgarh District 2,156159,1174499
chhattisgarh,2019,2,Chhattisgarh District 3,82760,622455
chhattisgarh,2019,2,Chhattisgarh District 4,63225,475532
chhattisgarh,2019,2,Chhattisgarh District 5,49598,373040
chhattisgarh,2019,3,Chhattisgarh District 1,309456,2587343
chhattisgarh,2019,3,Chhattisgarh District 2,151474,1266471
chhattisgarh,2019,3,Chhattisgarh District 3,80277,671199
chhattisgarh,2019,3,Chhattisgarh District 4,61329,512770
chhattisgarh,2019,3,Chhattisgarh District 5,48110,402252
chhattisgarh,2019,4,Chhattisgarh District 1,403597,3662081
chhattisgarh,2019,4,Chhattisgarh District 2,197555,1792541
chhattisgarh,2019,4,Chhattisgarh District 3,104699,950003
chhattisgarh,2019,4,Chhattisgarh District 4,79986,725765
chhattisgarh,2019,4,Chhattisgarh District 5,62746,569341
chhattisgarh,2020,1,Chhattisgarh District 1,283055,1860100
chhattisgarh,2020,1,Chhattisgarh District 2,138551,910495
chhattisgarh,2020,1,Chhattisgarh District 3,73429,482540
chhattisgarh,2020,1,Chhattisgarh District 4,56097,368642
chhattisgarh,2020,1,Chhattisgarh District 5,44006,289188
chhattisgarh,2020,2,Chhattisgarh District 1,338273,2361335
chhattisgarh,2020,2,Chhattisgarh District 2,165580,1155843
chhattisgarh,2020,2,Chhattisgarh District 3,87753,612568
chhattisgarh,2020,2,Chhattisgarh District 4,67040,467978
chhattisgarh,2020,2,Chhattisgarh District 5,52591,367115
chhattisgarh,2020,3,Chhattisgarh District 1,390365,3279611
chhattisgarh,2020,3,Chhattisgarh District 2,191078,1605328
chhattisgarh,2020,3,Chhattisgarh District 3,101267,850784
chhattisgarh,2020,3,Chhattisgarh District 4,77364,649966
chhattisgarh,2020,3,Chhattisgarh District 5,60689,509879
chhattisgarh,2020,4,Chhattisgarh District 1,441874,3235539
chhattisgarh,2020,4,Chhattisgarh District 2,216292,1583755
